,08/09/2020,08/16/2020,08/23/2020,08/30/2020,09/06/2020,09/13/2020,09/20/2020,09/27/2020,10/04/2020,10/11/2020,10/18/2020,10/25/2020,11/01/2020,11/08/2020,11/15/2020,11/22/2020,11/29/2020,12/06/2020,12/13/2020,12/20/2020,12/27/2020,01/03/2021,01/10/2021,01/17/2021,01/24/2021,01/31/2021,02/07/2021,02/14/2021,02/21/2021,02/28/2021,03/07/2021,03/14/2021,03/21/2021,03/28/2021,04/04/2021,04/11/2021,04/18/2021,04/25/2021,05/02/2021,05/09/2021,05/16/2021,05/23/2021,05/30/2021,06/06/2021,06/13/2021,06/20/2021,06/27/2021,07/04/2021,07/11/2021,07/18/2021,07/25/2021,08/01/2021,08/08/2021,08/15/2021,08/22/2021,08/29/2021,09/05/2021,09/12/2021,09/19/2021,09/26/2021,10/03/2021,10/10/2021,10/17/2021,10/24/2021,10/31/2021,11/07/2021,11/14/2021,11/21/2021,11/28/2021,12/05/2021,12/12/2021,12/19/2021,12/26/2021,01/02/2222
transactions_13th_and_7th_ave,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590,424,650,800,819,839
transactions_21st_and_9th_ave,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,995,985,1046,1066
transactions_5th_ave_and_lincoln_place,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1292,1312
transactions_71st_and_lex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1149,1111,1266,1325,1382,1408,1449,1512,1669,1527,1573,1590,1454,862,1487,1525,1628,1648
transactions_80th_and_lex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,715,967,935,955
transactions_88th_and_madison,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1126,1163,1237,1257
transactions_9th_and_3rd_ave,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,466,446,533,549,318,580,768,893,913
transactions_9th_and_ave_a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,807,548,1060,1255,1248,1268
transactions_bedford_and_grand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,597,515,500,541,559,610,650,707,823,767,856,875,936,921,724,777,909,941,894,909,829,916,912,922,975,880,828,932,886,1013,1044,1097,1043,1059,1028,1055,1069,1190,1077,1031,656,903,949,1018,1038
transactions_bedford_and_n_7th,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304,602,645,764,870,903,844,949,856,971,1028,1051,1133,1013,1098,1030,1207,1309,995,1047,1228,1275,1265,1114,1145,1247,1267,1301,1312,1200,1138,1172,1178,1273,1287,1340,1344,1268,1406,1438,1325,1424,1447,1458,991,1437,1567,1662,1682
transactions_bergen_and_nevins,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,652,707,669,736,822,814,822,791,724,783,762,587,781,812,874,952,1011,980,1135,1086,1126,1100,1101,1236,1102,1256,1160,1172,754,1087,1185,1212,1232
transactions_bleecker_and_7th_ave,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,891,860,911,931
transactions_bowery_market,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,459,682,691,860,854,716,389,703,742,716,736
transactions_broadway_and_w_30th,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302,204,198,200,205,199,100,211,282,272,292
transactions_broadway_and_w_79th,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,568,979,1004,906,618,826,1103,1033,1053
transactions_brooklyn_commons,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,521,752,654,730,760,766,628,851,855,1016,1325,1464,1416,1392,1325,1533,1397,1436,1393,1349,665,1251,1457,1429,1449
transactions_court_and_bergen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1663,2031,2137,2173,2146,2026,2221,2367,2175,2250,2214,2088,1372,2021,2266,2433,2453
transactions_grand_army_plaza,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,494,646,697,714,553,681,575,636,604,703,742,727,902,816,856,757,664,774,712,823,344,685,638,522,542
transactions_jay_and_water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294,1471,1217,1285,1346,1168,1283,1284,1758,1105,1375,1732,1395,1618,1646,1723,1826,1002,1700,1643,1667,1687
transactions_lafayette_and_spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,512,864,1100,1206,1176,1392,1371,1192,1393,1528,1533,1624,1391,1399,1496,1634,1569,1665,1491,1486,1559,1463,1669,1785,1798,1773,1849,2015,1997,1954,2039,1918,1995,1200,2067,2220,2169,2189
transactions_lincoln_place_and_5th_ave,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,20
transactions_madison_square_park,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,122,124,46,79,85,63,108,109,138,150,128,161,142,175,144,136,156,89,106,295,532,626,577,597
transactions_mccarren_park_north,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,953,1103,1152,1005,730,814,817,882,978,871,939,787,948,872,192,855,311,28,0,0,0,0,2,0,0,0,0,0,0,20
transactions_mccarren_park_south,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,957,753,707,891,877,976,1015,1011,990,1110,1028,1408,1325,1443,1080,1260,1443,1183,1163,1279,1212,1309,691,1173,1126,1061,1081
transactions_smith_and_pacific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,670,963,960,825,798,963,856,939,1225,1170,399,403,855,570,697,549,732,669,2,675,861,745,765
transactions_washington_square_park,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,332,384,599,762,1080,1400,1663,1119,533,1058,1526,1512,1618,1540,1477,526,1225,1605,1461,1481
transactions_wythe_diner,201,520,536,768,907,813,644,1220,1259,1269,1386,1095,1358,1020,1299,1248,1149,792,950,1050,951,763,724,906,1024,963,812,681,809,735,858,923,1226,995,1178,1129,1217,1244,1373,1483,1369,1624,1738,992,1460,1630,1566,1580,1266,1287,1312,1321,1534,1608,1580,1338,1419,1436,1640,1729,1732,1700,1675,1892,1611,1368,1284,1138,1347,630,1261,1337,1261,1281
gross_sales_13th_and_7th_ave,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3493,2939.5,3825.35,4815.4,4874.95,4974.95
gross_sales_21st_and_9th_ave,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,6455.8,6195.25,6704.1,6804.1
gross_sales_5th_ave_and_lincoln_place,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,8808.5,8908.5
gross_sales_71st_and_lex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7359.93,7044.75,7780,8133.81,8543.28,8548.41,9040.68,9187.18,10326.58,9317.96,9480.94,9661.67,8516.58,5496.08,9230.71,9746.15,10871,10971
gross_sales_80th_and_lex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4634,5923.75,5826.5,5926.5
gross_sales_88th_and_madison,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7414.25,7476.5,8651.75,8751.75
gross_sales_9th_and_3rd_ave,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2501.5,2665.85,3221.62,3383.19,2006.5,3610.3,4848.65,5858.85,5958.85
gross_sales_9th_and_ave_a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4638,3076.25,6366.5,7603.75,7866.5,7966.5
gross_sales_bedford_and_grand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3839.75,3354.25,3620,3462.5,3648.75,4444.54,4646.46,4910.61,5774.18,5234.36,5745.13,6000.02,6504.56,5960.13,5157.4,5172.86,6420.27,6420.56,5908.53,6387.55,5769.69,6144.06,6422,6318.39,6551.08,6615.74,5776.34,6419.32,6322.3,7234.65,6932.11,7502.56,7498.01,7213.05,7400.13,7363.83,7336.49,8080.27,7494.34,7405.72,4848.99,6558.69,6600.05,7238.05,7338.05
gross_sales_bedford_and_n_7th,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2176.5,4202.5,4198.25,4994.75,5486.25,5545.25,5352.5,5623.5,5328,5997.75,6293,6561.5,7162.75,6309.25,6988.5,6518.75,7304,7971,6344.5,6409.25,7426.25,7892.75,7655.25,6728,6864.25,7413,7435.75,7864.25,7741,7133,6674.25,7123.75,7085,7676.75,7618.8,7957.75,7682.75,7262.75,8286,8207.25,7810.75,8381.5,8542.75,8308.25,5831,8235.25,9352,9832.25,9932.25
gross_sales_bergen_and_nevins,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1979.25,4844.75,5246.39,4988.56,5386.91,5861.08,6025.13,6109.83,6043.95,5216.73,5671,5756.56,4323.53,5809.75,6188.96,6457.25,6695.17,7123.56,7443.15,7952.22,7909.33,8404.81,7883.5,7923.16,8654.36,8250.96,9062.66,8258.41,8237.97,5580.83,7992.79,8684.7,9059.5,9159.5
gross_sales_bleecker_and_7th_ave,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,5321.5,5366.25,5775,5875
gross_sales_bowery_market,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2677.75,4032,3919.03,4804.75,4666.01,3963.44,2389.34,4067.39,4326.95,4554.05,4654.05
gross_sales_broadway_and_w_30th,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1619.25,1030.75,1047,1069.63,1150.63,989.23,532.5,1326.51,1544.85,1671.35,1771.35
gross_sales_broadway_and_w_79th,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3179.5,5805.5,5884.88,5493.25,3811.51,5171.68,6685.1,6554.75,6654.75
gross_sales_brooklyn_commons,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2646.5,3275.75,4824.25,4027.25,4366.25,4631.25,4849,3865.38,4895,5040,6029.47,7299.4,8189.47,7949.08,7767.67,7577.58,8515.58,7805.42,8214.89,8059.56,7833.73,3797.3,7221.06,8365,8618.25,8718.25
gross_sales_court_and_bergen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,11028.25,13514.5,13471.06,12899.43,13415.81,12824.21,14784.03,15260.78,14450.36,15459.93,14855.3,13783.8,10007.78,13270.06,15064.41,16226.65,16326.65
gross_sales_grand_army_plaza,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4706.94,6088.62,6559.03,6726.84,5541.53,6442.02,5465.37,5939.97,6080.12,7100.65,7478.33,7275.78,8712.34,7602.64,8287.38,7394.29,6514.1,7966.68,7302.06,8611.27,3508,7002.72,6149.3,5070.9,5170.9
gross_sales_jay_and_water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3063.75,9934.06,8936.43,8829,9123,8007.5,8687.5,8511,11533.25,7688.75,9384.25,11223.25,9080.5,10183,10058,11197.75,11257.5,6444.5,10809.25,10654.75,10686.25,10786.25
gross_sales_lafayette_and_spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3353.25,5287.47,6740.63,7504.37,7377.28,8592.58,8327.87,7398.7,8150.62,9128.39,9285.73,9856.95,8556.38,8602.99,8984.61,9557.01,9415.55,9971.56,8878.74,8934,9162.3,8779.4,10113.8,10673.3,10537.7,10656.65,11119.48,11932.14,12309.95,11978.6,12366.12,11911.84,11936.1,7247.75,12054.73,13426.75,13304.35,13404.35
gross_sales_lincoln_place_and_5th_ave,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,28,0,100
gross_sales_madison_square_park,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1093.61,1233.74,1128.53,427.12,831.61,778.88,613.63,957.93,954.72,1196.53,1195.02,1295.52,1286.66,1359.21,1663.01,1394.19,1219.87,1518.43,724.44,977.82,2680,4809.64,5966,5352.19,5452.19
gross_sales_mccarren_park_north,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6233.25,7151.75,7158,6256,4581.75,4966.25,4728.25,5293,6027,5435.5,5723,4896.01,6006.86,7782.28,1181,5236.45,1738.68,190.25,0,0,0,0,41,0,0,0,0,0,0,100
gross_sales_mccarren_park_south,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4193.75,6460,4946.75,4656.25,5786.5,5623.75,6424.5,6422.25,6628,6405,7130,6578.5,9142.5,8039,9089.75,6776.5,8034,8799.82,7266.25,7357.75,8022.25,7641.2,8149.25,4427.75,7324.27,6856.75,6883,6983
gross_sales_smith_and_pacific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2099.75,4674.75,6996,6812.5,6039.5,5494.5,6600.5,5934.25,6638.75,8280.5,8039.25,2657,2912,5385.25,3741,4466,3344.75,4857.5,4360.5,6.5,4272,5344,4938.75,5038.75
gross_sales_washington_square_park,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1973.48,2426.51,3251.31,3909.46,8846.57,7368.31,8713.51,5908.56,2783,5493.75,8100,7855.75,8471,7981,7545.5,2814,6207.5,8218.5,9614,9714
gross_sales_wythe_diner,1345.25,3406.25,3502.5,4979.5,5968.25,5190.25,4336,7523.25,8064.25,8186.5,9213,7350,8977.75,7568.75,9015.99,8565.75,7763.5,5723.25,6600.75,7650.5,7751.25,5435.75,4900.5,5975.49,6431.74,8648.75,5515.25,7095.5,6461,5202.25,5655.25,6745.25,7603.25,6425,7750.25,7143.5,7910,7950,8959.75,9601.5,9126.25,10418.5,31425.25,7117.75,9641.25,10687.5,10270.75,10790.25,8623.5,8567.75,8658.75,8807,10228.25,10631.75,10477,8892.25,9339.25,9566.5,10940.75,11028,11281.31,10899.25,29169,30545,28374.25,27686.5,16933.25,16106.75,17437.5,12635,25023.25,8780.75,11888,11988
net_sales_13th_and_7th_ave,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1295.25,2603.5,3282.25,4096.5,4031,4131
net_sales_21st_and_9th_ave,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4721.3,5513,5879.25,5979.25
net_sales_5th_ave_and_lincoln_place,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4372.25,4472.25
net_sales_71st_and_lex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4544.25,6802.75,7499.5,7817,8222,8196,8761,8916,9957.25,8916.29,9007.25,9209,8148.5,5281.25,8693.87,8840.25,9570.25,9670.25
net_sales_80th_and_lex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2388.75,5228.5,4977.25,5077.25
net_sales_88th_and_madison,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5755,7042.5,8032.5,8132.5
net_sales_9th_and_3rd_ave,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,448,2199,2820.75,2960.25,1809,3055.5,4004.28,4340,4440
net_sales_9th_and_ave_a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2254.75,2758.87,5817.75,6832,6761.25,6861.25
net_sales_bedford_and_grand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2404.75,3132.75,3410,3133.25,3502.75,4255,4494.75,4612.5,5351.25,4984.5,5530.75,5764.25,6324.75,5683.5,4828.75,4856,6093,5988.5,5473,6036.25,5372.5,5836,6109.25,6056,6255.5,6188.75,5403,6057.75,6061.5,6853.5,6452,7167.5,7084.5,6859,7072.5,6949.75,6785.25,7441.5,6900,6931,4598.5,6183.5,5961,6332.25,6432.25
net_sales_bedford_and_n_7th,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1245,3989.75,3864.5,4676.75,5056.25,5157.75,5052,5281.5,5058.75,5678,6060,6207.25,6780,6008.5,6707.75,6313.75,6999.75,7632,6071.5,6166.5,7118,7457.25,7305.5,6362.75,6658.5,7125.5,7091.75,7553.5,7415.75,6899.75,6410.75,6871.25,6749.5,7435.75,7361.05,7587,7396.75,6952.25,7979,7865,7321.75,7831,7959,7872,5543,7784,8443,8502.5,8602.5
net_sales_bergen_and_nevins,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1165.75,4656.75,5060.75,4900.5,5308,5730,5882.75,5976.75,5933.25,5087,5526.75,5600.25,4132,5621.5,6027.5,6294.75,6530,6911.5,7194.84,7711.25,7641.75,8196.5,7641.75,7633,8196.12,7799.5,8460.25,7689.43,7667,5252.5,7498.5,7853.25,8007.75,8107.75
net_sales_bleecker_and_7th_ave,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,3401,4740.5,4996.5,5096.5
net_sales_bowery_market,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1562.75,3709,3721.5,4590.75,4488.5,3857.25,2290,3901.5,3911.38,3960,4060
net_sales_broadway_and_w_30th,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,355,889.75,977.25,998.25,1082.75,884,380.75,1238.75,1452.5,1408.75,1508.75
net_sales_broadway_and_w_79th,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,940,5312.5,5315,5084.25,3532.25,4884.25,5468.25,5750.75,5850.75
